,EmployeeID,Name,Age,Gender,Department,JobTitle,Salary,YearsAtCompany,PerformanceRating,EducationLevel
104,105,Richard Green,49,Male,Engineering,Executive,79802.48,2,4,2
105,106,Eric Jenkins,47,Female,IT,Consultant,78391.63,9,2,2
106,107,Pedro Raymond,58,Male,HR,Consultant,82902.3,26,4,2
107,108,Kathy Lozano,35,Female,Operations,Engineer,74354.85,21,2,4
108,109,Benjamin Wright,50,Male,Marketing,Executive,68795.19,20,4,1
109,110,Beth Blevins,40,Female,Sales,Coordinator,59977.99,23,5,3
110,111,Jill Hoover,29,Male,Finance,Executive,39697.22,18,4,2
111,112,Gregory Thomas,44,Male,Sales,Analyst,61662.12,20,4,3
112,113,Ronald Thornton,61,Male,Engineering,Coordinator,49961.92,11,4,1
113,114,Ashley Jones,60,Female,Sales,Consultant,75819.41,23,5,4
114,115,Dr. Patricia Dixon,43,Male,Marketing,Consultant,49842.83,30,3,4
115,116,Brandy Pacheco,51,Male,Engineering,Engineer,80922.93,2,5,4
116,117,Lynn Powers,55,Male,Engineering,Coordinator,55842.13,12,3,3
117,118,Carol Thompson,20,Male,Operations,Coordinator,78629.09,7,5,1
118,119,William Chen,32,Male,Operations,Analyst,48954.43,1,2,3
119,120,Samantha Solomon,23,Female,Operations,Engineer,59089.64,5,2,3
120,121,Amanda Burnett,28,Male,Engineering,Executive,58635.43,22,5,1
121,122,Denise Martinez,58,Male,HR,Manager,88363.24,6,3,4
122,123,Mr. Henry Cummings,19,Female,IT,Engineer,34721.17,19,4,4
123,124,Jonathan Rowland,27,Male,Engineering,Consultant,44417.87,9,3,3
124,125,Donna Matthews,38,Male,Finance,Analyst,48626.31,11,2,3
125,126,Edward Barnett,54,Female,Finance,Consultant,43297.33,5,2,2
126,127,Nancy Clark,24,Female,HR,Executive,49043.47,28,5,2
127,128,Jamie Wagner,26,Male,Operations,Engineer,63711.52,5,1,3
128,129,Brooke Sanders,50,Male,IT,Manager,84409.03,21,1,1
129,130,Caitlin Valdez,29,Female,HR,Consultant,55118.65,22,4,4
130,131,Tyler Blanchard,27,Male,Sales,Consultant,42774.47,19,4,3
131,132,Emily Richardson,51,Female,Engineering,Engineer,80781.26,27,1,1
132,133,Cassandra Rosario,29,Female,IT,Manager,75259.2,21,1,4
133,134,Sandra Jackson,21,Male,Operations,Consultant,57865.29,9,4,3
134,135,Jennifer Miller,38,Female,Marketing,Analyst,72717.23,0,2,1
135,136,Tyler Hart,29,Male,Operations,Consultant,59396.62,6,3,1
136,137,Mary Nelson,65,Female,Marketing,Executive,64924.98,22,4,1
137,138,Kathryn Green,52,Male,Marketing,Manager,62422.65,13,2,4
138,139,Alison Clark DVM,53,Female,Engineering,Coordinator,57373.41,4,3,2
139,140,Philip Wyatt,59,Female,Finance,Analyst,19233.41,21,2,4
140,141,James Whitney,60,Female,Sales,Coordinator,36414.6,14,3,4
141,142,Michael Porter,18,Female,IT,Consultant,72599.21,20,5,2
142,143,Alexander Schultz,21,Male,Engineering,Manager,55289.56,25,4,4
143,144,Timothy Morris,27,Male,IT,Consultant,70622.68,13,4,1
144,145,Emily Garcia,21,Female,HR,Manager,41171.65,15,1,4
145,146,Toni Carpenter,28,Male,HR,Executive,38680.58,24,2,2
146,147,Nancy Murphy,25,Male,Finance,Analyst,53399.47,3,2,2
147,148,Sierra Bryant,63,Male,Sales,Analyst,49074.27,29,3,2
148,149,Sarah Cortez,60,Female,Sales,Consultant,57228.94,17,2,4
149,150,Monica Swanson,34,Male,Engineering,Consultant,80473.73,8,3,2
150,151,Matthew Travis,65,Male,Engineering,Consultant,55715.03,20,5,2
151,152,Heather Dunn,25,Female,Finance,Analyst,63355.88,25,3,4
152,153,Ashley Drake,39,Female,Finance,Executive,38128.47,3,2,2
153,154,Kristina Kelley,33,Male,Marketing,Executive,49122.19,10,4,3
154,155,Brenda Torres,31,Male,Finance,Engineer,61735.96,18,4,4
155,156,Lindsay Rios,51,Male,HR,Manager,59178.84,26,2,3
156,157,Kirsten Fields,58,Male,Sales,Analyst,68960.35,19,5,3
157,158,Wanda Palmer,41,Female,Sales,Manager,49431.13,5,1,1
158,159,Dennis Ortiz,63,Female,IT,Analyst,60712.15,12,5,4
159,160,Emily Shields,42,Male,Finance,Engineer,41461.73,4,3,2
160,161,Anthony Powell,22,Female,Operations,Engineer,41018.6,19,5,4
161,162,William Carson,58,Female,Sales,Executive,52512.66,28,4,2
162,163,Edward Lee,65,Male,Sales,Executive,61060.76,11,4,2
163,164,Destiny Jackson,48,Female,IT,Analyst,50164.87,21,2,3
164,165,Sarah Gonzales,39,Male,Marketing,Coordinator,89451.05,24,4,2
165,166,Paige Sanchez,54,Male,IT,Consultant,47798.82,11,2,4
166,167,Erica Jones,63,Female,HR,Analyst,59372.59,22,3,2
167,168,Alejandra Joyce,54,Female,IT,Manager,45567.68,10,4,4
168,169,Jeff Gutierrez,21,Female,Engineering,Analyst,51859.84,16,4,2
169,170,Kristin Harris,35,Male,Operations,Consultant,43562.34,25,3,2
170,171,Michael Mann,61,Female,Sales,Engineer,71306.38,27,1,3
171,172,Hunter Forbes,41,Female,IT,Manager,64315.76,8,4,2
172,173,Susan Lee,34,Male,Finance,Coordinator,76258.56,7,5,2
173,174,Lori Love,22,Male,Engineering,Engineer,58053.15,15,5,2
174,175,Jennifer Gutierrez,30,Female,Finance,Analyst,87416.21,5,4,2
175,176,Jonathan Brewer,43,Female,HR,Analyst,65975.79,27,1,1
176,177,Elizabeth Freeman,31,Female,Engineering,Executive,58553.65,13,5,4
177,178,Cynthia Le,38,Male,Finance,Consultant,71524.33,7,1,4
178,179,Scott Miles,31,Female,Engineering,Consultant,62720.18,22,3,3
179,180,Kimberly Graham,63,Female,Sales,Consultant,44117.71,2,1,3
180,181,Casey Thompson,54,Male,Engineering,Analyst,57588.3,23,5,2
181,182,Jacqueline Waller,56,Male,IT,Manager,52191.7,29,2,3
182,183,Allen Walker,47,Female,Sales,Executive,60867.8,30,3,4
183,184,Ronnie Brown,21,Female,Sales,Analyst,73426.69,15,2,3
184,185,James Ramos,46,Male,Finance,Manager,33012.63,21,3,2
185,186,Anthony Morris,61,Male,Sales,Consultant,53196.77,28,5,4
186,187,Melanie Schaefer,64,Male,Finance,Analyst,40101.83,0,5,4
187,188,Kenneth Wagner,48,Male,Operations,Coordinator,44163.26,12,2,4
188,189,Cynthia Weber,65,Female,Sales,Consultant,53557.82,11,5,2
189,190,Richard Fields,26,Female,Operations,Executive,61820.7,27,1,4
190,191,Michael Brooks,64,Male,HR,Manager,107453.84,18,4,1
191,192,Kristina Henry,20,Male,IT,Analyst,53366.2,7,5,3
192,193,Karen Stewart,19,Male,Marketing,Analyst,64608.86,10,2,1
193,194,Ryan Roberts,25,Female,Operations,Executive,63383.38,29,4,2
194,195,Jonathan Porter,39,Male,Operations,Consultant,92638.51,1,5,2
195,196,Kristy Garcia,62,Male,IT,Analyst,54447.42,6,3,1
196,197,Jeffery Mccarthy,29,Male,Marketing,Engineer,77988.43,14,1,3
197,198,Kim Cook,54,Female,Operations,Manager,47597.12,27,1,3
198,199,Tara King,49,Male,Finance,Consultant,59898.86,9,5,3
199,200,Michael Mccann,21,Male,Operations,Consultant,62832.96,3,2,3
200,201,Cody Schmitt,25,Male,IT,Consultant,55754.07,23,2,2
201,202,Gabriella Parks,39,Male,Engineering,Executive,66263.8,23,4,1
202,203,Daniel Smith,43,Male,Operations,Consultant,45666.32,24,3,1
203,204,Melissa Lynch,35,Male,IT,Executive,62715.87,11,2,3
204,205,Jeremy Ellis,65,Male,Marketing,Engineer,56326.42,17,1,2
205,206,Dominique Mcintyre,43,Female,Marketing,Executive,29991.5,6,2,2
206,207,Rachel Jones,36,Female,Engineering,Executive,58165.19,11,2,4
207,208,Erin Espinoza,31,Female,Sales,Engineer,63344.14,23,2,1
208,209,Tina Johnson,48,Female,Engineering,Executive,47611.9,23,5,3
209,210,Erin Hendrix,40,Male,Marketing,Executive,59616.29,23,3,4
210,211,Ryan Santos,44,Male,Finance,Executive,76930.96,14,5,4
211,212,Aaron Novak,39,Female,Finance,Executive,39696.2,16,1,4
212,213,Charles Taylor,46,Male,Finance,Consultant,54552.3,6,1,2
213,214,Joshua Oliver,48,Male,IT,Coordinator,56009.21,23,5,1
214,215,Anna Crawford,64,Female,Finance,Analyst,60343.42,9,4,1
215,216,William Walls,63,Female,Engineering,Coordinator,61392.82,5,2,3
216,217,Meredith Zimmerman,52,Female,Operations,Engineer,50795.77,22,4,1
217,218,Rita Williams,31,Female,Sales,Executive,48092.35,1,4,4
218,219,Christine Johnson,49,Female,HR,Executive,48488.45,26,5,4
219,220,Laura Johnson,31,Female,IT,Executive,67173.65,1,1,1
220,221,Joshua Ho,53,Female,Sales,Coordinator,61742.13,23,2,3
221,222,Brenda Steele,51,Male,Operations,Manager,42189.68,8,3,2
222,223,Jeremy Holland,38,Male,Operations,Engineer,56455.4,12,5,3
223,224,James Martin,52,Female,Sales,Manager,73980.43,21,2,3
224,225,Garrett Zavala,57,Male,Engineering,Coordinator,79272.84,22,2,1
225,226,Jimmy Bernard,40,Male,IT,Analyst,42208.98,19,5,2
226,227,Reginald Horn,30,Female,Sales,Consultant,85205.9,18,4,2
227,228,David Hampton,40,Female,Marketing,Engineer,58153.23,22,5,3
228,229,Tracy Maddox,31,Male,Sales,Manager,65881.36,0,2,1
229,230,Stacey Hughes,61,Male,Sales,Manager,71147.01,16,1,3
230,231,Mark Ford,36,Female,Marketing,Analyst,79033.3,7,2,4
231,232,David Perry,51,Female,Operations,Engineer,67553.42,25,2,2
232,233,Scott Jones,39,Female,Engineering,Executive,41352.12,0,3,1
233,234,William Wagner,44,Male,Operations,Consultant,54538.86,27,2,4
234,235,John Thompson,60,Female,Finance,Executive,36509.02,27,4,2
235,236,Erica Barr,45,Female,Engineering,Analyst,28548.17,11,3,3
236,237,John Martin,63,Male,Operations,Analyst,68265.58,24,3,2
237,238,April Murphy,31,Male,Marketing,Executive,42311.14,12,4,2
238,239,Laura Arias,29,Male,Finance,Manager,63298.26,21,1,3
239,240,Daniel Klein,38,Male,Finance,Analyst,79011.87,7,2,4
240,241,Jason Hernandez,34,Male,HR,Consultant,66531.4,27,4,4
241,242,Erin Warner,32,Female,Engineering,Engineer,45204.2,6,2,3
242,243,Wendy Atkinson,47,Male,Operations,Manager,57852.33,15,3,4
243,244,Kenneth Newton,27,Female,Finance,Coordinator,49149.98,5,3,4
244,245,Laurie Hernandez,42,Female,IT,Manager,98996.08,22,2,1
245,246,Daniel Rivas,59,Male,Sales,Executive,69416.97,30,1,4
246,247,Sierra Solis,23,Male,Operations,Coordinator,43979.02,1,1,2
247,248,Kelsey Marsh,46,Female,Engineering,Coordinator,52197.07,27,5,4
248,249,Wanda Jackson,44,Female,HR,Engineer,44088.02,3,2,1
249,250,Christian Bridges,21,Male,Sales,Engineer,38897.71,2,4,1
250,251,Lynn Snyder,36,Male,Marketing,Consultant,43852.97,15,1,4
251,252,Samantha Williams,23,Female,HR,Analyst,71238.46,13,1,1
252,253,Joseph Wilkerson,29,Female,Operations,Engineer,78086.64,1,4,3
253,254,Brandy Robinson,51,Female,Operations,Executive,58570.91,7,5,1
254,255,Mary Boyle,26,Female,IT,Engineer,79836.21,25,2,2
255,256,Jennifer Tucker,34,Female,Engineering,Manager,43180.78,22,2,4
256,257,Paul Wagner,61,Male,HR,Executive,59737.15,26,5,3
257,258,Diane Mcclure,47,Female,Operations,Manager,42768.46,6,2,1
258,259,Jason Robinson,37,Female,Sales,Manager,66097.2,25,5,3
259,260,Kevin Smith,19,Female,IT,Consultant,70461.89,22,4,1
260,261,Adam Johnson,46,Female,Operations,Engineer,52029.59,15,2,4
261,262,Caitlin White,38,Male,Operations,Coordinator,40454.15,11,3,1
262,263,Ashley Becker,21,Male,Engineering,Manager,88792.55,5,1,3
263,264,Julian Nichols,26,Female,Engineering,Consultant,60129.56,0,2,3
264,265,William Fisher,38,Male,HR,Manager,67625.72,4,1,2
265,266,Linda Jones,21,Male,Marketing,Coordinator,72721.14,23,3,2
266,267,Johnathan Shelton,54,Female,Marketing,Coordinator,57545.51,23,1,4
267,268,Heather Nguyen,37,Female,Marketing,Executive,56305.8,21,5,3
268,269,Arthur Stone,30,Female,Marketing,Analyst,85726.41,9,2,3
269,270,Gary Obrien,53,Female,IT,Analyst,68060.58,6,5,4
270,271,Terry Harding MD,52,Female,IT,Manager,73487.21,8,2,1
271,272,Brad Harris,28,Female,HR,Analyst,76476.34,7,5,1
272,273,Erika Torres,55,Male,Marketing,Engineer,53646.25,9,5,4
273,274,Faith Short,25,Female,Sales,Consultant,78880.66,28,4,2
274,275,Joshua Mcgee,33,Female,Sales,Engineer,52983.58,13,4,1
275,276,Chris Mcconnell,52,Female,Sales,Coordinator,55261.51,18,2,2
276,277,Hayden Gibson,55,Female,Operations,Manager,29706,10,1,4
277,278,Robert Wheeler,56,Male,Finance,Consultant,73825.97,22,3,1
278,279,Mercedes Lynn,20,Female,Engineering,Executive,41406.7,3,5,4
279,280,Angela Ortiz,20,Female,Engineering,Coordinator,46267.19,22,5,3
280,281,Bruce Quinn,60,Male,HR,Engineer,84096.62,7,1,2
281,282,Rebecca Evans,19,Female,Sales,Analyst,61307.85,19,5,4
282,283,Michelle Hoffman,40,Male,Finance,Consultant,72994.85,22,5,3
283,284,Daniel Booth,48,Male,HR,Engineer,63526.13,16,4,2
284,285,Kendra Mayer,29,Male,Marketing,Analyst,31452.46,26,1,1
285,286,Laura Yang,52,Female,Operations,Engineer,59952.14,2,2,3
286,287,Catherine Williams,40,Female,IT,Consultant,42993.11,4,5,4
287,288,Maria Jones,21,Male,Finance,Engineer,52301.07,8,1,3
288,289,Joshua Christian,20,Male,Finance,Executive,51707.08,30,5,3
289,290,Tami Thompson,36,Male,IT,Coordinator,63071.27,21,1,1
290,291,Brooke Smith,21,Male,Operations,Analyst,61018.84,25,2,1
291,292,Ruben Lin,52,Female,HR,Analyst,86055.89,30,1,3
292,293,Todd Zhang,33,Female,Finance,Executive,63357.24,27,1,4
293,294,Rhonda Cook,62,Male,Engineering,Analyst,67848.75,16,3,3
294,295,Dr. Connie Flores,56,Male,IT,Engineer,38164.05,23,3,4
295,296,Mary Young,52,Female,Marketing,Executive,79695.21,5,3,1
296,297,Stephanie Coleman,37,Female,Finance,Analyst,64870.69,9,3,3
297,298,Alex Mcconnell,61,Male,Operations,Executive,45596.54,5,4,4
298,299,Dana Evans,44,Male,IT,Coordinator,45200.07,7,1,4
299,300,Brandon Scott,50,Male,Engineering,Coordinator,46386.85,20,3,2
300,301,Monica Bradley,29,Female,Finance,Consultant,75014.61,7,5,2
301,302,Larry Sherman,31,Female,Finance,Consultant,76856.09,24,5,3
302,303,Jonathan Martin,52,Female,Engineering,Consultant,102737.52,24,5,2
303,304,Kaitlin Johnson,61,Female,Sales,Executive,57171.39,16,1,4
304,305,Dustin Gamble,44,Male,Marketing,Engineer,57763.17,24,1,1
305,306,Matthew Campbell,51,Male,HR,Executive,68969.85,20,4,2
306,307,Jermaine Guerrero,32,Female,Sales,Executive,68123.3,22,1,3
307,308,Marcus Alexander,38,Female,HR,Engineer,36854.89,20,4,4
308,309,Alexander Garcia,38,Male,IT,Manager,77243.36,7,4,1
309,310,Edward Rivers,57,Male,Marketing,Consultant,49659.96,2,1,3
310,311,Brandon Schroeder,35,Female,Finance,Analyst,59567.03,12,1,3
311,312,Douglas Foster,65,Male,Engineering,Coordinator,62266.5,8,3,1
312,313,Shawn Cunningham,61,Female,Sales,Coordinator,67364.55,14,4,4
313,314,Christopher Lee,55,Male,Finance,Manager,63942.51,30,4,3
314,315,Joanna Hernandez,34,Female,Engineering,Analyst,69453.54,30,3,4
315,316,Courtney Fuller,47,Male,Engineering,Manager,79995.95,10,1,2
316,317,Jennifer Cunningham,19,Female,IT,Executive,74783.51,6,1,2
317,318,Andrea Villa,54,Male,Sales,Engineer,35369.52,20,3,2
318,319,Emily Nelson,62,Female,Sales,Manager,56990.31,19,5,3
319,320,Dr. Jerry Kirk DDS,52,Female,Sales,Analyst,93640.58,28,3,1
320,321,Theresa Stephens,65,Male,IT,Manager,99868,9,5,4
321,322,Jessica Mckinney,22,Male,Finance,Manager,69480.79,30,2,2
322,323,Gina Stafford,61,Female,IT,Manager,76753.11,29,4,4
323,324,Stacy Montgomery,24,Female,Sales,Executive,66734.3,28,5,1
324,325,Carlos Brown,21,Male,HR,Coordinator,50626.98,23,5,3
325,326,Hannah Smith,51,Male,Sales,Manager,61250.35,10,2,3
326,327,Jennifer Garcia,46,Female,Marketing,Analyst,55740.27,22,5,3
327,328,Andrew Anderson MD,44,Female,Sales,Consultant,84802.79,4,5,4
328,329,David Wallace,50,Female,Operations,Coordinator,42606.16,9,5,4
329,330,Steven Harrington,51,Male,HR,Manager,22944.95,14,4,3
330,331,Gabriel Nelson,35,Female,Operations,Executive,46969.27,29,5,4
331,332,Mark Jones,41,Female,Operations,Executive,31303.79,28,3,1
332,333,Frank Burns,60,Male,Marketing,Executive,27748.09,26,5,1
333,334,Matthew Anderson,41,Female,Finance,Executive,60086.46,12,4,4
334,335,Logan Dominguez,64,Male,IT,Analyst,61036.61,4,2,1
335,336,Julie Rogers,50,Male,Engineering,Coordinator,73569.76,1,5,2
336,337,Nicholas Newman MD,50,Male,Operations,Engineer,47158.72,20,4,1
337,338,Lauren Murphy,25,Male,Operations,Coordinator,51419.67,12,5,3
338,339,Brittany French,35,Male,Marketing,Executive,65508.72,11,3,2
339,340,Valerie Williams,65,Female,Sales,Consultant,76758.92,20,4,1
340,341,Rebecca Page,57,Male,IT,Executive,63749.47,25,3,2
341,342,Edward Palmer,64,Female,Marketing,Executive,54395.73,25,4,1
342,343,Kyle Beasley,27,Male,IT,Analyst,78012.49,23,5,2
343,344,Kenneth Roach,20,Female,Sales,Analyst,41311.51,1,4,4
344,345,Amy Shaffer,24,Female,Sales,Engineer,65482.73,11,2,2
345,346,Jennifer Adams,50,Male,Operations,Engineer,55037.21,28,5,2
346,347,Mario Brown,62,Male,HR,Consultant,73490,3,3,4
347,348,Chris Howard,28,Male,Finance,Analyst,69090.26,15,1,2
348,349,Shawn Gardner,37,Female,Engineering,Consultant,64617.37,30,4,3
349,350,Martin Williams,40,Female,Finance,Analyst,89754.62,14,1,3
350,351,Tammy Crawford,32,Female,Engineering,Manager,66413.7,24,5,4
351,352,Grant Holloway,44,Female,Sales,Coordinator,30731.98,22,5,2
352,353,Mark Patel,35,Male,Operations,Engineer,41431.51,5,3,3
353,354,Theresa Pennington,29,Male,Finance,Analyst,64034.03,27,4,4
354,355,Kristen Price,29,Female,Engineering,Analyst,70725.22,11,4,4
355,356,Melissa Williams,19,Female,Marketing,Manager,63412.53,8,2,4
356,357,Katherine Christensen,59,Female,Engineering,Consultant,39313.51,7,2,3
357,358,Kathleen Davidson,56,Male,Sales,Engineer,15845.19,17,3,3
358,359,Vanessa Hall,53,Female,Finance,Engineer,26433.95,26,3,3
359,360,Dr. Paula Hunt,26,Male,HR,Engineer,45370.97,1,4,4
360,361,Richard Edwards,61,Male,Operations,Engineer,39632.13,19,2,4
361,362,John Smith,60,Female,HR,Engineer,68373.4,2,3,3
362,363,Alexandra Payne,59,Female,Finance,Engineer,47537.28,15,1,2
363,364,Kevin Hill,47,Male,Finance,Manager,64196.53,24,1,4
364,365,Brian Baker,64,Male,Sales,Coordinator,39565.65,24,2,4
365,366,Sierra Gonzalez,34,Male,Operations,Engineer,61862.87,3,1,3
366,367,Mark Yoder,41,Female,Marketing,Manager,53502.73,28,4,2
367,368,Emily Duran,38,Male,Operations,Manager,51689.58,5,4,4
368,369,Rebecca Baker,30,Male,Sales,Executive,26132.21,25,1,3
369,370,Paul Brown,57,Female,IT,Analyst,54125.32,8,5,3
370,371,Yesenia Richardson,24,Male,Operations,Coordinator,59612.03,13,4,1
371,372,Sharon Lewis,29,Male,Engineering,Engineer,59625.04,2,1,1
372,373,Laura Alexander,42,Female,Sales,Coordinator,57443.05,19,1,1
